Model,Production_Year,Number_of_Engines,Engine_Type,Capacity,Range_km,Fuel_Consumption_Lph,Hourly_Maintenance_Cost,Age,Sales_Region,Price_USD,Cost_Per_Seat,Maintenance_Cost_Per_Seat,Fuel_Efficiency,Range_Efficiency,Aircraft_Size,Age_Category
Bombardier CRJ200,1996,2,Turbofan,50,3000,8.13,3544.59,27,Avrupa,11837763.41,236755.2682,70.8918,0.16260000000000002,369.0036900369003,Medium,Old
Airbus A320,2015,2,Turbofan,180,6300,10.6,1557.83,8,Afrika,141581486.55,786563.8141666667,8.65461111111111,0.058888888888888886,594.3396226415094,Large,Mid-Age
Airbus A320,1990,2,Turbofan,180,6300,6.36,3079.83,33,Asya,69870089.93,388167.1662777778,17.110166666666665,0.035333333333333335,990.566037735849,Large,Old
Boeing 777,1998,2,Turbofan,396,15600,11.23,1810.12,25,Avrupa,331416080.96,836909.2953535353,4.571010101010101,0.02835858585858586,1389.1362422083703,Very Large,Old
Airbus A320,1987,2,Turbofan,180,6300,7.73,3431.11,36,Afrika,65355022.63,363083.4590555556,19.061722222222222,0.042944444444444445,815.006468305304,Large,Old
Airbus A320,2004,2,Turbofan,180,6300,3.11,1775.61,19,Avustralya,84960442.39,472002.4577222222,9.8645,0.017277777777777777,2025.7234726688105,Large,Old
Boeing 777,2023,2,Turbofan,396,15600,6.18,1706.92,0,Kuzey Amerika,915230550.3,2311188.2583333333,4.31040404040404,0.015606060606060606,2524.2718446601943,Very Large,New
Airbus A320,1992,2,Turbofan,180,6300,14.8,4223.07,31,Avustralya,80629043.58,447939.131,23.461499999999997,0.08222222222222222,425.6756756756757,Large,Old
Bombardier CRJ200,1980,2,Turbofan,50,3000,3.68,3193.16,43,Avustralya,13201478.76,264029.5752,63.8632,0.0736,815.2173913043478,Medium,Old
Boeing 777,1998,2,Turbofan,396,15600,8.81,2498.22,25,Kuzey Amerika,400358291.4,1011005.7863636363,6.308636363636363,0.02224747474747475,1770.715096481271,Very Large,Old
Airbus A350,1981,2,Turbofan,350,14800,11.33,2292.59,42,Kuzey Amerika,363340044.16,1038114.4118857144,6.550257142857143,0.03237142857142857,1306.2665489849956,Very Large,Old
Cessna 172,2013,1,Piston,4,1285,17.88,4495.88,10,Afrika,357004.58,89251.145,1123.97,4.47,71.86800894854586,Small,Mid-Age
Boeing 777,1980,2,Turbofan,396,15600,9.14,3553.81,43,Kuzey Amerika,469680641.12,1186062.225050505,8.974267676767676,0.023080808080808084,1706.7833698030634,Very Large,Old
Airbus A350,1981,2,Turbofan,350,14800,10.4,1740.81,42,Avrupa,396345236.21,1132414.9605999999,4.973742857142857,0.029714285714285714,1423.076923076923,Very Large,Old
Boeing 737,2003,2,Turbofan,162,5700,9.13,514.0,20,Güney Amerika,68658741.16,423819.3898765432,3.1728395061728394,0.05635802469135803,624.315443592552,Large,Old
Bombardier CRJ200,2004,2,Turbofan,50,3000,5.94,2304.8,19,Güney Amerika,18274826.94,365496.53880000004,46.096000000000004,0.1188,505.050505050505,Medium,Old
Bombardier CRJ200,2002,2,Turbofan,50,3000,12.83,4843.91,21,Asya,14340895.23,286817.9046,96.87819999999999,0.2566,233.8269680436477,Medium,Old
Bombardier CRJ200,2008,2,Turbofan,50,3000,13.03,2115.94,15,Afrika,16750453.88,335009.0776,42.3188,0.2606,230.23791250959326,Medium,Mid-Age
Boeing 777,2019,2,Turbofan,396,15600,8.0,2228.11,4,Avustralya,663039262.25,1674341.571338384,5.626540404040404,0.020202020202020204,1950.0,Very Large,New
Airbus A320,2005,2,Turbofan,180,6300,9.98,778.42,18,Afrika,90813051.1,504516.9505555555,4.3245555555555555,0.05544444444444445,631.2625250501002,Large,Old
Bombardier CRJ200,2022,2,Turbofan,50,3000,9.88,2516.31,1,Avrupa,26981910.51,539638.2102000001,50.3262,0.19760000000000003,303.64372469635623,Medium,New
Airbus A320,2018,2,Turbofan,180,6300,12.03,3879.55,5,Avustralya,144149135.1,800828.5283333333,21.553055555555556,0.06683333333333333,523.6907730673317,Large,New
Boeing 777,2006,2,Turbofan,396,15600,6.6,2746.58,17,Avrupa,511044748.82,1290517.0424747474,6.935808080808081,0.016666666666666666,2363.636363636364,Very Large,Old
Boeing 777,1991,2,Turbofan,396,15600,2.11,3262.81,32,Afrika,352535766.27,890241.8340151515,8.239419191919191,0.005328282828282828,7393.364928909953,Very Large,Old
Airbus A350,2010,2,Turbofan,350,14800,9.26,3736.95,13,Kuzey Amerika,403738322.55,1153538.0644285714,10.677,0.026457142857142856,1598.2721382289417,Very Large,Mid-Age
Airbus A320,1990,2,Turbofan,180,6300,4.1,2837.69,33,Kuzey Amerika,74172700.19,412070.5566111111,15.764944444444446,0.022777777777777775,1536.5853658536587,Large,Old
Cessna 172,1989,1,Piston,4,1285,21.59,989.2,34,Asya,228436.26,57109.065,247.3,5.3975,59.51829550717925,Small,Old
Airbus A350,1985,2,Turbofan,350,14800,9.43,2660.55,38,Afrika,433234229.54,1237812.0844,7.601571428571429,0.026942857142857143,1569.4591728525982,Very Large,Old
Boeing 777,2014,2,Turbofan,396,15600,5.99,3016.66,9,Asya,757041352.75,1911720.5877525252,7.617828282828283,0.015126262626262627,2604.3405676126877,Very Large,Mid-Age
Airbus A320,2018,2,Turbofan,180,6300,11.83,2587.99,5,Avrupa,152526588.74,847369.9374444445,14.377722222222221,0.06572222222222222,532.5443786982248,Large,New
Boeing 737,2021,2,Turbofan,162,5700,2.7,3130.24,2,Kuzey Amerika,117815123.64,727253.8496296296,19.322469135802468,0.016666666666666666,2111.111111111111,Large,New
Cessna 172,1990,1,Piston,4,1285,13.52,1120.51,33,Avrupa,227871.81,56967.9525,280.1275,3.38,95.04437869822486,Small,Old
Boeing 737,2000,2,Turbofan,162,5700,9.29,2070.24,23,Afrika,70221283.26,433464.7114814815,12.779259259259257,0.05734567901234568,613.562970936491,Large,Old
Airbus A320,1982,2,Turbofan,180,6300,14.73,3287.73,41,Avrupa,80030566.09,444614.2560555556,18.265166666666666,0.08183333333333334,427.6985743380855,Large,Old
Bombardier CRJ200,2017,2,Turbofan,50,3000,12.62,3347.99,6,Afrika,21572237.59,431444.75179999997,66.9598,0.25239999999999996,237.71790808240888,Medium,Mid-Age
Airbus A320,2007,2,Turbofan,180,6300,13.78,3213.21,16,Avrupa,99137269.17,550762.6065,17.851166666666668,0.07655555555555556,457.18432510885344,Large,Old
Airbus A350,2022,2,Turbofan,350,14800,2.88,2604.22,1,Avustralya,775647036.45,2216134.389857143,7.4406285714285705,0.008228571428571429,5138.888888888889,Very Large,New
Airbus A320,2021,2,Turbofan,180,6300,7.36,4990.73,2,Afrika,158751412.1,881952.2894444445,27.726277777777774,0.04088888888888889,855.9782608695651,Large,New
Airbus A320,2019,2,Turbofan,180,6300,5.05,586.84,4,Avustralya,151205852.35,840032.5130555555,3.2602222222222226,0.028055555555555556,1247.5247524752476,Large,New
Boeing 777,2022,2,Turbofan,396,15600,3.58,966.1,1,Avrupa,786468954.13,1986032.712449495,2.4396464646464646,0.009040404040404041,4357.54189944134,Very Large,New
Boeing 737,2007,2,Turbofan,162,5700,10.67,3657.92,16,Afrika,92668705.5,572029.0462962963,22.579753086419753,0.0658641975308642,534.2080599812558,Large,Old
Boeing 737,2001,2,Turbofan,162,5700,14.03,1079.5,22,Avustralya,66899588.41,412960.4222839506,6.66358024691358,0.08660493827160494,406.272273699216,Large,Old
Boeing 777,2019,2,Turbofan,396,15600,3.06,1404.64,4,Güney Amerika,654146307.58,1651884.6151010103,3.5470707070707075,0.007727272727272728,5098.0392156862745,Very Large,New
Boeing 737,2021,2,Turbofan,162,5700,10.93,2871.24,2,Avustralya,115215164.54,711204.7193827161,17.723703703703702,0.06746913580246913,521.5004574565417,Large,New
Airbus A320,1993,2,Turbofan,180,6300,12.65,4883.29,30,Avustralya,77780536.68,432114.0926666667,27.12938888888889,0.07027777777777779,498.02371541501975,Large,Old
Boeing 737,1994,2,Turbofan,162,5700,7.84,830.38,29,Avustralya,56169165.48,346723.2437037037,5.125802469135802,0.04839506172839506,727.0408163265306,Large,Old
Boeing 777,2016,2,Turbofan,396,15600,3.84,1437.19,7,Güney Amerika,631099310.9,1593685.1285353536,3.629267676767677,0.009696969696969697,4062.5,Very Large,Mid-Age
Airbus A320,1990,2,Turbofan,180,6300,11.59,1598.18,33,Asya,87182145.82,484345.2545555555,8.878777777777778,0.06438888888888888,543.572044866264,Large,Old
Bombardier CRJ200,1985,2,Turbofan,50,3000,5.59,3812.31,38,Avrupa,12537709.35,250754.187,76.2462,0.1118,536.6726296958856,Medium,Old
Airbus A320,1986,2,Turbofan,180,6300,7.56,2055.94,37,Avrupa,84303648.42,468353.60233333334,11.421888888888889,0.041999999999999996,833.3333333333334,Large,Old
Boeing 737,2003,2,Turbofan,162,5700,4.75,3770.19,20,Avustralya,92227729.05,569306.9694444444,23.27277777777778,0.029320987654320986,1200.0,Large,Old
Boeing 777,2012,2,Turbofan,396,15600,9.91,2927.74,11,Avustralya,593589572.7,1498963.5674242426,7.393282828282827,0.025025252525252527,1574.167507568113,Very Large,Mid-Age
Boeing 737,2003,2,Turbofan,162,5700,4.59,2957.96,20,Güney Amerika,82730978.41,510685.0519135802,18.25901234567901,0.028333333333333332,1241.8300653594772,Large,Old
Airbus A320,2007,2,Turbofan,180,6300,10.5,4010.28,16,Güney Amerika,80722201.38,448456.6743333333,22.279333333333334,0.058333333333333334,600.0,Large,Old
Airbus A350,2014,2,Turbofan,350,14800,14.67,2419.66,9,Afrika,600040179.1,1714400.5117142857,6.913314285714285,0.041914285714285716,1008.8616223585549,Very Large,Mid-Age
Airbus A350,1999,2,Turbofan,350,14800,4.97,2035.91,24,Asya,378252147.58,1080720.4216571427,5.816885714285714,0.014199999999999999,2977.8672032193163,Very Large,Old
Boeing 737,2017,2,Turbofan,162,5700,2.51,3314.49,6,Asya,105470101.19,651050.007345679,20.459814814814813,0.015493827160493827,2270.916334661355,Large,Mid-Age
Cessna 172,2014,1,Piston,4,1285,17.28,4093.21,9,Asya,334588.46,83647.115,1023.3025,4.32,74.36342592592592,Small,Mid-Age
Airbus A350,1999,2,Turbofan,350,14800,12.48,1897.42,24,Kuzey Amerika,389651095.71,1113288.8448857141,5.4212,0.03565714285714286,1185.8974358974358,Very Large,Old
Airbus A320,2023,2,Turbofan,180,6300,3.95,2555.0,0,Asya,135353244.48,751962.4693333333,14.194444444444445,0.021944444444444447,1594.9367088607594,Large,New
Boeing 737,2004,2,Turbofan,162,5700,8.34,2269.36,19,Avrupa,76506815.04,472264.29037037044,14.008395061728395,0.05148148148148148,683.453237410072,Large,Old
Airbus A350,2020,2,Turbofan,350,14800,10.6,3923.28,3,Güney Amerika,715041289.12,2042975.1117714285,11.20937142857143,0.030285714285714284,1396.2264150943397,Very Large,New
Airbus A350,1995,2,Turbofan,350,14800,2.03,2736.0,28,Kuzey Amerika,313730889.45,896373.9698571428,7.817142857142857,0.0058,7290.64039408867,Very Large,Old
Airbus A350,2020,2,Turbofan,350,14800,14.5,3809.99,3,Afrika,751732266.78,2147806.4765142854,10.885685714285714,0.041428571428571426,1020.6896551724138,Very Large,New
Boeing 777,2005,2,Turbofan,396,15600,6.34,4330.6,18,Avustralya,397973612.78,1004983.8706565655,10.935858585858586,0.01601010101010101,2460.5678233438484,Very Large,Old
Boeing 777,1987,2,Turbofan,396,15600,5.66,1140.16,36,Güney Amerika,381035284.28,962210.3138383838,2.8791919191919195,0.014292929292929293,2756.1837455830387,Very Large,Old
Airbus A350,1988,2,Turbofan,350,14800,14.19,4312.01,35,Avrupa,297483517.1,849952.9060000001,12.320028571428573,0.040542857142857144,1042.9880197322059,Very Large,Old
Boeing 777,2022,2,Turbofan,396,15600,14.12,2416.15,1,Avrupa,758037244.88,1914235.466868687,6.101388888888889,0.03565656565656566,1104.815864022663,Very Large,New
Boeing 737,2019,2,Turbofan,162,5700,8.63,4771.63,4,Avrupa,113628760.88,701412.1041975309,29.45450617283951,0.053271604938271606,660.486674391657,Large,New
Bombardier CRJ200,2007,2,Turbofan,50,3000,8.34,1336.59,16,Avrupa,17367112.57,347342.2514,26.7318,0.1668,359.71223021582733,Medium,Old
Airbus A320,1984,2,Turbofan,180,6300,9.4,4387.86,39,Avrupa,82267684.48,457042.69155555556,24.377,0.052222222222222225,670.2127659574468,Large,Old
Airbus A320,1981,2,Turbofan,180,6300,8.63,4401.26,42,Kuzey Amerika,89387875.18,496599.3065555556,24.451444444444444,0.04794444444444445,730.0115874855156,Large,Old
Bombardier CRJ200,1984,2,Turbofan,50,3000,2.96,2414.46,39,Asya,12778142.81,255562.8562,48.2892,0.0592,1013.5135135135135,Medium,Old
Boeing 777,1990,2,Turbofan,396,15600,10.11,2075.75,33,Güney Amerika,381997474.7,964640.0876262626,5.241792929292929,0.025530303030303028,1543.026706231454,Very Large,Old
Boeing 777,2014,2,Turbofan,396,15600,2.42,1818.86,9,Avrupa,629670089.62,1590075.983888889,4.593080808080808,0.0061111111111111106,6446.280991735537,Very Large,Mid-Age
Boeing 737,1998,2,Turbofan,162,5700,5.36,3845.4,25,Avustralya,65850983.08,406487.5498765432,23.737037037037037,0.03308641975308642,1063.4328358208954,Large,Old
Airbus A350,2012,2,Turbofan,350,14800,2.26,4293.18,11,Güney Amerika,539514493.65,1541469.9818571429,12.266228571428572,0.006457142857142857,6548.6725663716825,Very Large,Mid-Age
Bombardier CRJ200,1987,2,Turbofan,50,3000,14.29,1551.2,36,Asya,12806156.85,256123.137,31.024,0.2858,209.93701889433171,Medium,Old
Airbus A350,2019,2,Turbofan,350,14800,4.83,1733.96,4,Afrika,674209860.04,1926313.8858285714,4.954171428571429,0.0138,3064.182194616977,Very Large,New
Airbus A320,2006,2,Turbofan,180,6300,3.11,1463.49,17,Güney Amerika,107946673.94,599703.7441111112,8.1305,0.017277777777777777,2025.7234726688105,Large,Old
Cessna 172,2018,1,Piston,4,1285,18.33,4217.96,5,Güney Amerika,420782.71,105195.6775,1054.49,4.5825,70.1036552100382,Small,New
Boeing 777,2016,2,Turbofan,396,15600,10.33,2245.61,7,Avustralya,708161068.16,1788285.5256565656,5.670732323232324,0.026085858585858587,1510.164569215876,Very Large,Mid-Age
Airbus A320,2012,2,Turbofan,180,6300,14.74,3727.87,11,Avustralya,149122153.34,828456.4074444445,20.71038888888889,0.08188888888888889,427.40841248303934,Large,Mid-Age
Airbus A320,1987,2,Turbofan,180,6300,7.33,4450.41,36,Avustralya,81051411.7,450285.62055555556,24.7245,0.04072222222222222,859.481582537517,Large,Old
Airbus A320,2007,2,Turbofan,180,6300,14.06,1809.89,16,Afrika,102365479.65,568697.1091666667,10.054944444444445,0.07811111111111112,448.0796586059744,Large,Old
Airbus A350,1981,2,Turbofan,350,14800,7.97,894.81,42,Avustralya,399664234.78,1141897.8136571427,2.5566,0.02277142857142857,1856.9636135508156,Very Large,Old
Bombardier CRJ200,1990,2,Turbofan,50,3000,6.77,1763.29,33,Avustralya,14073463.48,281469.2696,35.2658,0.1354,443.1314623338257,Medium,Old
Boeing 737,1983,2,Turbofan,162,5700,12.22,905.61,40,Asya,70890432.26,437595.26086419757,5.590185185185185,0.07543209876543211,466.4484451718494,Large,Old
Boeing 777,1992,2,Turbofan,396,15600,8.04,2109.18,31,Avustralya,348710368.75,880581.7392676767,5.326212121212121,0.020303030303030302,1940.2985074626868,Very Large,Old
Airbus A320,2014,2,Turbofan,180,6300,12.42,2997.51,9,Kuzey Amerika,122556134.48,680867.4137777778,16.652833333333334,0.069,507.2463768115942,Large,Mid-Age
Airbus A320,2014,2,Turbofan,180,6300,2.98,1085.37,9,Afrika,111519046.01,619550.2556111112,6.0298333333333325,0.016555555555555556,2114.0939597315437,Large,Mid-Age
Airbus A320,1986,2,Turbofan,180,6300,4.46,3221.03,37,Asya,69682973.21,387127.6289444444,17.89461111111111,0.024777777777777777,1412.5560538116592,Large,Old
Boeing 777,2020,2,Turbofan,396,15600,3.56,740.42,3,Asya,755225809.16,1907135.8817171715,1.8697474747474747,0.00898989898989899,4382.0224719101125,Very Large,New
Boeing 777,1991,2,Turbofan,396,15600,10.69,2621.02,32,Kuzey Amerika,359355614.88,907463.673939394,6.618737373737374,0.026994949494949495,1459.307764265669,Very Large,Old
Airbus A320,2013,2,Turbofan,180,6300,7.26,3350.7,10,Avrupa,130166865.49,723149.2527222222,18.615,0.04033333333333333,867.7685950413223,Large,Mid-Age
Cessna 172,1990,1,Piston,4,1285,18.49,4430.54,33,Afrika,204602.64,51150.66,1107.635,4.6225,69.49702541914549,Small,Old
Cessna 172,2019,1,Piston,4,1285,24.09,1327.4,4,Asya,417498.63,104374.6575,331.85,6.0225,53.34163553341636,Small,New
Boeing 737,2008,2,Turbofan,162,5700,9.03,1066.47,15,Afrika,97938365.72,604557.8130864197,6.583148148148148,0.05574074074074074,631.2292358803987,Large,Mid-Age
Cessna 172,2007,1,Piston,4,1285,12.39,501.55,16,Avrupa,257970.06,64492.515,125.3875,3.0975,103.71267150928168,Small,Old
Airbus A350,2007,2,Turbofan,350,14800,14.46,2446.52,16,Avrupa,477963174.31,1365609.0694571428,6.990057142857143,0.04131428571428572,1023.5131396957122,Very Large,Old
Airbus A320,1991,2,Turbofan,180,6300,10.79,1876.8,32,Güney Amerika,77555053.58,430861.40877777775,10.426666666666666,0.05994444444444444,583.8739573679334,Large,Old
Airbus A320,2012,2,Turbofan,180,6300,5.9,1108.24,11,Güney Amerika,121770858.86,676504.7714444444,6.156888888888889,0.03277777777777778,1067.7966101694915,Large,Mid-Age
Airbus A350,2023,2,Turbofan,350,14800,3.19,1440.14,0,Avrupa,693649401.3,1981855.4322857142,4.114685714285715,0.009114285714285714,4639.498432601881,Very Large,New
Airbus A320,2010,2,Turbofan,180,6300,6.57,2350.47,13,Afrika,134967767.55,749820.9308333334,13.058166666666665,0.036500000000000005,958.904109589041,Large,Mid-Age
Bombardier CRJ200,1985,2,Turbofan,50,3000,12.28,1006.56,38,Güney Amerika,12372924.32,247458.4864,20.1312,0.24559999999999998,244.29967426710098,Medium,Old
Boeing 777,2020,2,Turbofan,396,15600,7.76,618.3,3,Asya,786837277.38,1986962.8216666665,1.5613636363636363,0.019595959595959594,2010.3092783505156,Very Large,New
Bombardier CRJ200,2014,2,Turbofan,50,3000,4.06,3082.65,9,Afrika,20002631.77,400052.63539999997,61.653,0.0812,738.9162561576355,Medium,Mid-Age
Airbus A320,2005,2,Turbofan,180,6300,7.15,2828.94,18,Afrika,86165772.64,478698.7368888889,15.716333333333333,0.03972222222222222,881.1188811188811,Large,Old
Boeing 737,1995,2,Turbofan,162,5700,3.95,2753.72,28,Afrika,62850162.06,387963.9633333334,16.99827160493827,0.02438271604938272,1443.0379746835442,Large,Old
Boeing 737,1984,2,Turbofan,162,5700,10.22,705.39,39,Avrupa,69650049.55,429938.5774691358,4.354259259259259,0.06308641975308642,557.7299412915851,Large,Old
Airbus A320,2022,2,Turbofan,180,6300,13.8,2180.48,1,Güney Amerika,164607621.03,914486.7835,12.113777777777777,0.07666666666666667,456.52173913043475,Large,New
Airbus A320,1992,2,Turbofan,180,6300,3.31,4409.3,31,Avrupa,70585340.19,392140.77883333334,24.496111111111112,0.01838888888888889,1903.3232628398791,Large,Old
Bombardier CRJ200,2018,2,Turbofan,50,3000,2.31,1574.45,5,Avrupa,20359180.95,407183.619,31.489,0.0462,1298.7012987012986,Medium,New
Boeing 737,2023,2,Turbofan,162,5700,12.24,2719.45,0,Güney Amerika,138895569.97,857380.0615432098,16.786728395061726,0.07555555555555556,465.6862745098039,Large,New
Airbus A320,2009,2,Turbofan,180,6300,11.94,1061.34,14,Avustralya,110213017.97,612294.5442777778,5.896333333333333,0.06633333333333333,527.6381909547739,Large,Mid-Age
Airbus A350,2000,2,Turbofan,350,14800,5.47,1701.28,23,Avustralya,464430771.63,1326945.0618,4.8608,0.01562857142857143,2705.6672760511883,Very Large,Old
Bombardier CRJ200,1981,2,Turbofan,50,3000,2.17,4383.72,42,Afrika,12570914.59,251418.2918,87.6744,0.0434,1382.4884792626729,Medium,Old
Airbus A350,2011,2,Turbofan,350,14800,6.66,4176.71,12,Afrika,498733774.35,1424953.641,11.933457142857144,0.01902857142857143,2222.222222222222,Very Large,Mid-Age
Boeing 737,2021,2,Turbofan,162,5700,9.24,3440.5,2,Asya,123923551.69,764960.1956172839,21.237654320987655,0.05703703703703704,616.8831168831168,Large,New
Airbus A350,2020,2,Turbofan,350,14800,14.9,4162.57,3,Avustralya,657199107.39,1877711.7354,11.893057142857142,0.04257142857142857,993.2885906040268,Very Large,New
Boeing 777,2017,2,Turbofan,396,15600,10.58,633.38,6,Avrupa,690186730.69,1742895.7845707072,1.5994444444444444,0.026717171717171716,1474.4801512287333,Very Large,Mid-Age
Boeing 737,2020,2,Turbofan,162,5700,3.59,3264.62,3,Güney Amerika,119020294.57,734693.1763580246,20.151975308641976,0.022160493827160493,1587.7437325905294,Large,New
Cessna 172,1986,1,Piston,4,1285,20.45,2203.55,37,Avustralya,211160.94,52790.235,550.8875,5.1125,62.836185819070906,Small,Old
Boeing 777,1995,2,Turbofan,396,15600,9.19,2116.44,28,Asya,307745298.63,777134.5925,5.344545454545455,0.023207070707070707,1697.4972796517955,Very Large,Old
Boeing 737,2009,2,Turbofan,162,5700,6.75,3040.82,14,Güney Amerika,89262687.14,551004.2416049383,18.770493827160493,0.041666666666666664,844.4444444444445,Large,Mid-Age
Bombardier CRJ200,1987,2,Turbofan,50,3000,8.92,2164.58,36,Kuzey Amerika,12159412.29,243188.24579999998,43.291599999999995,0.1784,336.32286995515693,Medium,Old
Cessna 172,1999,1,Piston,4,1285,24.53,3227.75,24,Kuzey Amerika,232240.13,58060.0325,806.9375,6.1325,52.38483489604565,Small,Old
Bombardier CRJ200,2011,2,Turbofan,50,3000,8.77,4467.7,12,Avrupa,15514192.77,310283.8554,89.354,0.1754,342.0752565564424,Medium,Mid-Age
